UserId,SurveyId,ANS_Q1,ANS_Q2,ANS_Q3,ANS_Q4
141694,1,6.0,-1.0,,
142895,1,0.0,2.0,,
143261,1,-1.0,3.0,,
143794,1,-1.0,2.0,,
144057,1,3.0,-1.0,,
144365,1,3.0,-1.0,,
144720,1,6.0,-1.0,,
146106,1,-1.0,5.0,,
146179,1,4.0,-1.0,,
146432,1,7.0,-1.0,,
146761,1,1.0,-1.0,,
147910,1,-1.0,0.0,,
148275,1,-1.0,7.0,,
148652,1,3.0,-1.0,,
149708,1,-1.0,2.0,,
150933,1,-1.0,5.0,,
152229,1,3.0,-1.0,,
153179,1,0.0,-1.0,,
153554,1,-1.0,8.0,,
153557,1,-1.0,2.0,,
154122,1,3.0,-1.0,,
155666,1,6.0,-1.0,,
157688,1,1.0,-1.0,,
158000,1,8.0,-1.0,,
158077,1,-1.0,7.0,,
158480,1,8.0,-1.0,,
162499,1,-1.0,6.0,,
162776,1,-1.0,9.0,,
162876,1,-1.0,0.0,,
162983,1,-1.0,0.0,,
163403,1,-1.0,9.0,,
163409,1,-1.0,1.0,,
164786,1,0.0,-1.0,,
165643,1,-1.0,8.0,,
165704,1,-1.0,5.0,,
165975,1,0.0,-1.0,,
166208,1,3.0,-1.0,,
166352,1,5.0,-1.0,,
166438,1,-1.0,9.0,,
166601,1,7.0,-1.0,,
168865,1,-1.0,0.0,,
169146,1,0.0,-1.0,,
169678,1,9.0,-1.0,,
169746,1,4.0,-1.0,,
171812,1,0.0,-1.0,,
172147,1,-1.0,9.0,,
173416,1,-1.0,6.0,,
174264,1,-1.0,4.0,,
174477,1,9.0,-1.0,,
174556,1,4.0,-1.0,,
174742,1,-1.0,5.0,,
174864,1,3.0,-1.0,,
174977,1,-1.0,5.0,,
175158,1,1.0,-1.0,,
175246,1,4.0,-1.0,,
175277,1,-1.0,3.0,,
175494,1,0.0,-1.0,,
175951,1,1.0,-1.0,,
176091,1,3.0,-1.0,,
176160,1,-1.0,4.0,,
176590,1,0.0,-1.0,,
177943,1,6.0,-1.0,,
178611,1,-1.0,6.0,,
178891,1,-1.0,5.0,,
178961,1,2.0,-1.0,,
179353,1,6.0,-1.0,,
179468,1,3.0,-1.0,,
180638,1,4.0,-1.0,,
181899,1,9.0,-1.0,,
182008,1,6.0,-1.0,,
184153,1,-1.0,2.0,,
184514,1,-1.0,2.0,,
185638,1,-1.0,9.0,,
186661,1,7.0,-1.0,,
187180,1,4.0,-1.0,,
188252,1,-1.0,7.0,,
189182,1,1.0,-1.0,,
189345,1,4.0,-1.0,,
189744,1,-1.0,1.0,,
192717,1,-1.0,6.0,,
192720,1,-1.0,7.0,,
193475,1,6.0,-1.0,,
194116,1,3.0,-1.0,,
194690,1,-1.0,3.0,,
195178,1,-1.0,0.0,,
195422,1,0.0,-1.0,,
196002,1,-1.0,4.0,,
196457,1,-1.0,5.0,,
196832,1,6.0,-1.0,,
196876,1,6.0,-1.0,,
197190,1,-1.0,9.0,,
199608,1,-1.0,9.0,,
200221,1,0.0,-1.0,,
202680,1,7.0,-1.0,,
203081,1,-1.0,2.0,,
203585,1,-1.0,5.0,,
203915,1,7.0,-1.0,,
204707,1,4.0,-1.0,,
205423,1,-1.0,7.0,,
206537,1,-1.0,3.0,,
208311,1,-1.0,4.0,,
208478,1,-1.0,8.0,,
208625,1,7.0,-1.0,,
208721,1,-1.0,0.0,,
208817,1,6.0,-1.0,,
209559,1,1.0,-1.0,,
209660,1,3.0,-1.0,,
210669,1,-1.0,5.0,,
210975,1,0.0,-1.0,,
211865,1,-1.0,0.0,,
211957,1,6.0,-1.0,,
212676,1,6.0,-1.0,,
212695,1,7.0,-1.0,,
212848,1,-1.0,9.0,,
213248,1,6.0,-1.0,,
213855,1,-1.0,1.0,,
214938,1,8.0,-1.0,,
215171,1,6.0,-1.0,,
215675,1,-1.0,0.0,,
215875,1,-1.0,2.0,,
216319,1,-1.0,0.0,,
216787,1,-1.0,6.0,,
216862,1,-1.0,2.0,,
216876,1,-1.0,0.0,,
218029,1,4.0,-1.0,,
219040,1,2.0,-1.0,,
219152,1,9.0,-1.0,,
219551,1,4.0,-1.0,,
219885,1,-1.0,0.0,,
221001,1,-1.0,8.0,,
221065,1,-1.0,3.0,,
221582,1,-1.0,8.0,,
222279,1,9.0,-1.0,,
223230,1,-1.0,6.0,,
223846,1,8.0,-1.0,,
225790,1,5.0,-1.0,,
225972,1,3.0,-1.0,,
226388,1,7.0,-1.0,,
226530,1,4.0,-1.0,,
226663,1,-1.0,2.0,,
227278,1,9.0,-1.0,,
227568,1,3.0,-1.0,,
227731,1,-1.0,9.0,,
228696,1,4.0,-1.0,,
229399,1,1.0,-1.0,,
229817,1,4.0,-1.0,,
230063,1,-1.0,6.0,,
230249,1,0.0,-1.0,,
230279,1,-1.0,0.0,,
230451,1,7.0,-1.0,,
231792,1,-1.0,9.0,,
231803,1,4.0,-1.0,,
232326,1,-1.0,4.0,,
235058,1,-1.0,9.0,,
235446,1,2.0,-1.0,,
236053,1,-1.0,3.0,,
237271,1,2.0,-1.0,,
237635,1,-1.0,7.0,,
238211,1,6.0,-1.0,,
238599,1,7.0,-1.0,,
238784,1,4.0,-1.0,,
238840,1,-1.0,7.0,,
238965,1,-1.0,4.0,,
239411,1,4.0,-1.0,,
242106,1,1.0,-1.0,,
242630,1,2.0,-1.0,,
242639,1,-1.0,9.0,,
242822,1,0.0,-1.0,,
243341,1,-1.0,0.0,,
243936,1,6.0,-1.0,,
244956,1,4.0,-1.0,,
245509,1,0.0,-1.0,,
245659,1,9.0,-1.0,,
245969,1,-1.0,7.0,,
246795,1,9.0,-1.0,,
246824,1,-1.0,3.0,,
247360,1,1.0,-1.0,,
248381,1,-1.0,2.0,,
248525,1,-1.0,8.0,,
248552,1,-1.0,4.0,,
248716,1,9.0,-1.0,,
249653,1,8.0,-1.0,,
249747,1,-1.0,9.0,,
250122,1,-1.0,1.0,,
250865,1,6.0,-1.0,,
251060,1,-1.0,9.0,,
251473,1,7.0,-1.0,,
252001,1,-1.0,3.0,,
252225,1,-1.0,9.0,,
252295,1,-1.0,1.0,,
252921,1,6.0,-1.0,,
253072,1,3.0,-1.0,,
253532,1,8.0,-1.0,,
254353,1,-1.0,9.0,,
254435,1,0.0,-1.0,,
255809,1,-1.0,4.0,,
256160,1,-1.0,8.0,,
256267,1,-1.0,1.0,,
257128,1,3.0,-1.0,,
257309,1,4.0,-1.0,,
258363,1,6.0,-1.0,,
258661,1,-1.0,6.0,,
260296,1,7.0,-1.0,,
260647,1,-1.0,4.0,,
261507,1,1.0,-1.0,,
263890,1,-1.0,9.0,,
264148,1,2.0,-1.0,,
264500,1,3.0,-1.0,,
265340,1,2.0,-1.0,,
265745,1,-1.0,1.0,,
266349,1,6.0,-1.0,,
268321,1,6.0,-1.0,,
269426,1,-1.0,8.0,,
269447,1,6.0,-1.0,,
270385,1,9.0,-1.0,,
270511,1,2.0,-1.0,,
270823,1,-1.0,3.0,,
271447,1,1.0,-1.0,,
273862,1,5.0,-1.0,,
274141,1,-1.0,3.0,,
274375,1,-1.0,5.0,,
274557,1,2.0,-1.0,,
274971,1,-1.0,9.0,,
275959,1,1.0,-1.0,,
276719,1,7.0,-1.0,,
278009,1,2.0,-1.0,,
278022,1,-1.0,9.0,,
278351,1,-1.0,2.0,,
279432,1,-1.0,4.0,,
279570,1,-1.0,9.0,,
280294,1,-1.0,7.0,,
282602,1,-1.0,8.0,,
283049,1,-1.0,7.0,,
284632,1,7.0,-1.0,,
284790,1,1.0,-1.0,,
284886,1,2.0,-1.0,,
286150,1,-1.0,1.0,,
286196,1,-1.0,1.0,,
286829,1,-1.0,9.0,,
289694,1,-1.0,4.0,,
289887,1,8.0,-1.0,,
290141,1,5.0,-1.0,,
290214,1,-1.0,1.0,,
290351,1,3.0,-1.0,,
291772,1,5.0,-1.0,,
291979,1,-1.0,5.0,,
292358,1,-1.0,1.0,,
293682,1,2.0,-1.0,,
293716,1,-1.0,7.0,,
293951,1,-1.0,0.0,,
294441,1,7.0,-1.0,,
296022,1,6.0,-1.0,,
296064,1,-1.0,3.0,,
296236,1,8.0,-1.0,,
296392,1,-1.0,8.0,,
296556,1,9.0,-1.0,,
297530,1,-1.0,8.0,,
298427,1,0.0,-1.0,,
298778,1,5.0,-1.0,,
299185,1,-1.0,9.0,,
299938,1,-1.0,2.0,,
300027,1,3.0,-1.0,,
302621,1,-1.0,5.0,,
302939,1,-1.0,8.0,,
303659,1,-1.0,0.0,,
304401,1,9.0,-1.0,,
305635,1,-1.0,6.0,,
306314,1,5.0,-1.0,,
307228,1,-1.0,0.0,,
308916,1,-1.0,8.0,,
309318,1,8.0,-1.0,,
309390,1,-1.0,9.0,,
309584,1,0.0,-1.0,,
311144,1,-1.0,8.0,,
311238,1,-1.0,2.0,,
312228,1,-1.0,9.0,,
312482,1,1.0,-1.0,,
313285,1,7.0,-1.0,,
314130,1,-1.0,2.0,,
315414,1,-1.0,6.0,,
316027,1,2.0,-1.0,,
316269,1,-1.0,3.0,,
316563,1,-1.0,8.0,,
316857,1,0.0,-1.0,,
316935,1,8.0,-1.0,,
317118,1,4.0,-1.0,,
318103,1,-1.0,0.0,,
318907,1,-1.0,4.0,,
319891,1,2.0,-1.0,,
320494,1,3.0,-1.0,,
320928,1,0.0,-1.0,,
320970,1,1.0,-1.0,,
324024,1,6.0,-1.0,,
324103,1,-1.0,0.0,,
325030,1,-1.0,9.0,,
326760,1,-1.0,3.0,,
326932,1,5.0,-1.0,,
327214,1,9.0,-1.0,,
327581,1,4.0,-1.0,,
327646,1,7.0,-1.0,,
328319,1,4.0,-1.0,,
329009,1,-1.0,9.0,,
330048,1,0.0,-1.0,,
330760,1,-1.0,5.0,,
330913,1,1.0,-1.0,,
331007,1,-1.0,9.0,,
333277,1,-1.0,6.0,,
335337,1,7.0,-1.0,,
335486,1,4.0,-1.0,,
335788,1,0.0,-1.0,,
335934,1,9.0,-1.0,,
336040,1,-1.0,1.0,,
336364,1,-1.0,1.0,,
336734,1,-1.0,1.0,,
336967,1,-1.0,7.0,,
337239,1,-1.0,7.0,,
337373,1,6.0,-1.0,,
337941,1,2.0,-1.0,,
338053,1,-1.0,2.0,,
338447,1,3.0,-1.0,,
338772,1,-1.0,6.0,,
340872,1,2.0,-1.0,,
341461,1,4.0,-1.0,,
341835,1,4.0,-1.0,,
343388,1,-1.0,5.0,,
343446,1,6.0,-1.0,,
343615,1,-1.0,1.0,,
344123,1,-1.0,5.0,,
344209,1,8.0,-1.0,,
344554,1,3.0,-1.0,,
345650,1,-1.0,3.0,,
346336,1,4.0,-1.0,,
346390,1,7.0,-1.0,,
347898,1,0.0,-1.0,,
348089,1,-1.0,3.0,,
348140,1,2.0,-1.0,,
348193,1,5.0,-1.0,,
350864,1,-1.0,7.0,,
351342,1,6.0,-1.0,,
351365,1,2.0,-1.0,,
351775,1,-1.0,4.0,,
352850,1,-1.0,2.0,,
353699,1,0.0,-1.0,,
354787,1,-1.0,9.0,,
354933,1,-1.0,9.0,,
355595,1,-1.0,0.0,,
355697,1,-1.0,1.0,,
356144,1,8.0,-1.0,,
356798,1,5.0,-1.0,,
356974,1,4.0,-1.0,,
357827,1,-1.0,3.0,,
358340,1,-1.0,7.0,,
358950,1,-1.0,1.0,,
359621,1,-1.0,5.0,,
360209,1,-1.0,5.0,,
361022,1,-1.0,9.0,,
362010,1,3.0,-1.0,,
362162,1,0.0,-1.0,,
363199,1,-1.0,6.0,,
363924,1,-1.0,2.0,,
364787,1,5.0,-1.0,,
366637,1,5.0,-1.0,,
366651,1,0.0,-1.0,,
369103,1,7.0,-1.0,,
369171,1,4.0,-1.0,,
370986,1,-1.0,4.0,,
372972,1,-1.0,8.0,,
373646,1,0.0,-1.0,,
375363,1,3.0,-1.0,,
377976,1,-1.0,8.0,,
379030,1,-1.0,3.0,,
379185,1,-1.0,5.0,,
379287,1,-1.0,8.0,,
380508,1,4.0,-1.0,,
381503,1,5.0,-1.0,,
382619,1,0.0,-1.0,,
382641,1,0.0,-1.0,,
383043,1,7.0,-1.0,,
384683,1,9.0,-1.0,,
385264,1,8.0,-1.0,,
385665,1,5.0,-1.0,,
386264,1,3.0,-1.0,,
386433,1,8.0,-1.0,,
387058,1,6.0,-1.0,,
387262,1,6.0,-1.0,,
387472,1,9.0,-1.0,,
387538,1,-1.0,7.0,,
388494,1,6.0,-1.0,,
388650,1,3.0,-1.0,,
388820,1,4.0,-1.0,,
389228,1,3.0,-1.0,,
389887,1,3.0,-1.0,,
390050,1,1.0,-1.0,,
390262,1,-1.0,4.0,,
390929,1,1.0,-1.0,,
391892,1,-1.0,1.0,,
392104,1,-1.0,3.0,,
392683,1,3.0,-1.0,,
393262,1,-1.0,9.0,,
393297,1,-1.0,9.0,,
393733,1,-1.0,7.0,,
394534,1,4.0,-1.0,,
395677,1,0.0,-1.0,,
395755,1,-1.0,2.0,,
395996,1,0.0,-1.0,,
397297,1,7.0,-1.0,,
397434,1,0.0,-1.0,,
397479,1,-1.0,8.0,,
397755,1,-1.0,7.0,,
398546,1,-1.0,0.0,,
398924,1,0.0,-1.0,,
400074,1,0.0,-1.0,,
400096,1,8.0,-1.0,,
400674,1,-1.0,4.0,,
401456,1,6.0,-1.0,,
401637,1,9.0,-1.0,,
402330,1,1.0,-1.0,,
402476,1,-1.0,3.0,,
402833,1,-1.0,0.0,,
402885,1,-1.0,8.0,,
402892,1,1.0,-1.0,,
403315,1,9.0,-1.0,,
405772,1,0.0,-1.0,,
405945,1,3.0,-1.0,,
406597,1,-1.0,1.0,,
410217,1,-1.0,4.0,,
410729,1,-1.0,4.0,,
411749,1,4.0,-1.0,,
411769,1,4.0,-1.0,,
412155,1,-1.0,5.0,,
413260,1,-1.0,7.0,,
413826,1,-1.0,3.0,,
414336,1,3.0,-1.0,,
414617,1,6.0,-1.0,,
415355,1,7.0,-1.0,,
416098,1,8.0,-1.0,,
416862,1,-1.0,1.0,,
416869,1,-1.0,8.0,,
418192,1,6.0,-1.0,,
418714,1,-1.0,9.0,,
420226,1,-1.0,3.0,,
420733,1,-1.0,1.0,,
421365,1,6.0,-1.0,,
421614,1,-1.0,4.0,,
422734,1,-1.0,2.0,,
422797,1,1.0,-1.0,,
422804,1,7.0,-1.0,,
424137,1,1.0,-1.0,,
426071,1,-1.0,5.0,,
427315,1,0.0,-1.0,,
427684,1,-1.0,5.0,,
428050,1,7.0,-1.0,,
428159,1,8.0,-1.0,,
428562,1,4.0,-1.0,,
429467,1,7.0,-1.0,,
429903,1,2.0,-1.0,,
430353,1,8.0,-1.0,,
431195,1,0.0,-1.0,,
431879,1,2.0,-1.0,,
432100,1,-1.0,0.0,,
432800,1,0.0,-1.0,,
433509,1,-1.0,6.0,,
434274,1,-1.0,4.0,,
434373,1,-1.0,0.0,,
434891,1,-1.0,9.0,,
435058,1,-1.0,2.0,,
435727,1,7.0,-1.0,,
436349,1,-1.0,3.0,,
436607,1,-1.0,3.0,,
437677,1,-1.0,5.0,,
437776,1,-1.0,2.0,,
438103,1,5.0,-1.0,,
439021,1,-1.0,4.0,,
439162,1,1.0,-1.0,,
439201,1,-1.0,5.0,,
441529,1,8.0,-1.0,,
441930,1,-1.0,5.0,,
442068,1,1.0,-1.0,,
442585,1,-1.0,8.0,,
443022,1,7.0,-1.0,,
443364,1,-1.0,3.0,,
443632,1,1.0,-1.0,,
443804,1,0.0,-1.0,,
444324,1,-1.0,1.0,,
444591,1,6.0,-1.0,,
444997,1,8.0,-1.0,,
445179,1,3.0,-1.0,,
445738,1,4.0,-1.0,,
446739,1,9.0,-1.0,,
446985,1,-1.0,8.0,,
447160,1,-1.0,3.0,,
447312,1,5.0,-1.0,,
448246,1,8.0,-1.0,,
448525,1,-1.0,6.0,,
448562,1,4.0,-1.0,,
448844,1,7.0,-1.0,,
449558,1,2.0,-1.0,,
450042,1,-1.0,0.0,,
450338,1,-1.0,0.0,,
450979,1,3.0,-1.0,,
451602,1,4.0,-1.0,,
451632,1,-1.0,7.0,,
452996,1,-1.0,7.0,,
453639,1,2.0,-1.0,,
453711,1,-1.0,8.0,,
454028,1,8.0,-1.0,,
454123,1,-1.0,2.0,,
454253,1,2.0,-1.0,,
454268,1,-1.0,8.0,,
456917,1,8.0,-1.0,,
457570,1,-1.0,8.0,,
457771,1,8.0,-1.0,,
458942,1,4.0,-1.0,,
459202,1,8.0,-1.0,,
459361,1,-1.0,3.0,,
461384,1,1.0,-1.0,,
461428,1,0.0,-1.0,,
461686,1,1.0,-1.0,,
461706,1,-1.0,8.0,,
461781,1,8.0,-1.0,,
462087,1,-1.0,8.0,,
463035,1,4.0,-1.0,,
463074,1,3.0,-1.0,,
463452,1,8.0,-1.0,,
463643,1,5.0,-1.0,,
464510,1,6.0,-1.0,,
464704,1,-1.0,7.0,,
465292,1,1.0,-1.0,,
466289,1,7.0,-1.0,,
466290,1,2.0,-1.0,,
467581,1,5.0,-1.0,,
467716,1,2.0,-1.0,,
467849,1,5.0,-1.0,,
468855,1,9.0,-1.0,,
469100,1,4.0,-1.0,,
469496,1,-1.0,6.0,,
470004,1,0.0,-1.0,,
471346,1,-1.0,9.0,,
471995,1,-1.0,2.0,,
472304,1,2.0,-1.0,,
473154,1,8.0,-1.0,,
473335,1,-1.0,6.0,,
473390,1,8.0,-1.0,,
473598,1,-1.0,9.0,,
473815,1,0.0,-1.0,,
475010,1,-1.0,2.0,,
475356,1,-1.0,5.0,,
476349,1,-1.0,8.0,,
476537,1,-1.0,8.0,,
476983,1,-1.0,1.0,,
477753,1,0.0,-1.0,,
477854,1,-1.0,0.0,,
478339,1,-1.0,2.0,,
480200,1,-1.0,7.0,,
480462,1,1.0,-1.0,,
480831,1,-1.0,8.0,,
481321,1,-1.0,6.0,,
482345,1,-1.0,6.0,,
482805,1,1.0,-1.0,,
482944,1,-1.0,6.0,,
483687,1,-1.0,6.0,,
483878,1,-1.0,8.0,,
484081,1,6.0,-1.0,,
484398,1,4.0,-1.0,,
485575,1,3.0,-1.0,,
486263,1,-1.0,2.0,,
486753,1,9.0,-1.0,,
486900,1,4.0,-1.0,,
486979,1,8.0,-1.0,,
487397,1,-1.0,1.0,,
487425,1,-1.0,1.0,,
488982,1,-1.0,4.0,,
488989,1,-1.0,6.0,,
489163,1,4.0,-1.0,,
489410,1,3.0,-1.0,,
489630,1,-1.0,5.0,,
489858,1,-1.0,9.0,,
491292,1,-1.0,6.0,,
491918,1,1.0,-1.0,,
492351,1,2.0,-1.0,,
492708,1,-1.0,6.0,,
493934,1,-1.0,5.0,,
494449,1,-1.0,4.0,,
494989,1,7.0,-1.0,,
495248,1,-1.0,2.0,,
495447,1,-1.0,4.0,,
495626,1,-1.0,0.0,,
495766,1,2.0,-1.0,,
495969,1,-1.0,3.0,,
497041,1,-1.0,8.0,,
498702,1,-1.0,6.0,,
499102,1,-1.0,7.0,,
499622,1,-1.0,9.0,,
499749,1,-1.0,8.0,,
499804,1,5.0,-1.0,,
500332,1,2.0,-1.0,,
501508,1,8.0,-1.0,,
501743,1,-1.0,2.0,,
501781,1,-1.0,9.0,,
502376,1,-1.0,7.0,,
502536,1,-1.0,9.0,,
503356,1,2.0,-1.0,,
503453,1,-1.0,5.0,,
503524,1,3.0,-1.0,,
504925,1,1.0,-1.0,,
505414,1,8.0,-1.0,,
505417,1,8.0,-1.0,,
505575,1,-1.0,3.0,,
505593,1,8.0,-1.0,,
505785,1,8.0,-1.0,,
506753,1,-1.0,5.0,,
507743,1,5.0,-1.0,,
508664,1,-1.0,7.0,,
509277,1,-1.0,0.0,,
509374,1,-1.0,7.0,,
509483,1,1.0,-1.0,,
509662,1,3.0,-1.0,,
511361,1,9.0,-1.0,,
511928,1,-1.0,1.0,,
512652,1,-1.0,8.0,,
512848,1,3.0,-1.0,,
513260,1,-1.0,2.0,,
513659,1,-1.0,1.0,,
514820,1,3.0,-1.0,,
515568,1,9.0,-1.0,,
